molecule_chembl_id,canonical_smiles,bioactivity_class,value_uM
CHEMBL3398439,Cc1oc(-c2ccccc2)nc1CCOc1cccc(C[C@H]2CN(C(=O)Oc3ccccc3)C[C@H]2C(=O)O)c1,Full Inhibitor,0.59
CHEMBL3398438,Cc1oc(-c2ccccc2)nc1CCOc1cccc(C[C@@H]2CN(C(=O)Oc3ccccc3)C[C@@H]2C(=O)O)c1,Full Inhibitor,0.49
CHEMBL3398438,Cc1oc(-c2ccccc2)nc1CCOc1cccc(C[C@@H]2CN(C(=O)Oc3ccccc3)C[C@@H]2C(=O)O)c1,Full Inhibitor,1.33
CHEMBL3398437,CCOC(=O)N1C[C@H](Cc2cccc(OCCc3nc(-c4ccccc4)oc3C)c2)[C@H](C(=O)O)C1,Full Inhibitor,4.28
CHEMBL3398436,CCOC(=O)N1C[C@@H](Cc2cccc(OCCc3nc(-c4ccccc4)oc3C)c2)[C@@H](C(=O)O)C1,Full Inhibitor,1.51
CHEMBL3398436,CCOC(=O)N1C[C@@H](Cc2cccc(OCCc3nc(-c4ccccc4)oc3C)c2)[C@@H](C(=O)O)C1,Full Inhibitor,1.9
CHEMBL3398435,Cc1oc(-c2ccccc2)nc1CCOc1ccc([C@@H]2CN(C(=O)Oc3ccccc3)C[C@@H]2CC(=O)O)cc1,Full Inhibitor,8.31
CHEMBL3398434,CCOC(=O)N1C[C@H](CC(=O)O)[C@H](c2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)C1,Partial Inhibitor,10.0
CHEMBL3398433,Cc1oc(-c2ccccc2)nc1CCOc1cccc([C@H]2CN(C(=O)Oc3ccccc3)C[C@@H]2CC(=O)O)c1,Full Inhibitor,1.82
CHEMBL3398432,CCOC(=O)N1C[C@H](CC(=O)O)[C@@H](c2cccc(OCCc3nc(-c4ccccc4)oc3C)c2)C1,Full Inhibitor,5.46
CHEMBL3398431,Cc1oc(-c2ccccc2)nc1CCOc1cccc([C@@H]2CN(C(=O)Oc3ccccc3)C[C@@H]2CC(=O)O)c1,Full Inhibitor,0.24
CHEMBL3398430,CCOC(=O)N1C[C@H](CC(=O)O)[C@H](c2cccc(OCCc3nc(-c4ccccc4)oc3C)c2)C1,Full Inhibitor,0.91
CHEMBL3398429,Cc1oc(-c2ccccc2)nc1CCOc1ccc([C@H]2CN(C(=O)Oc3ccccc3)C[C@@H]2C(=O)O)cc1,Full Inhibitor,5.86
CHEMBL3398428,CCOC(=O)N1C[C@H](C(=O)O)[C@@H](c2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)C1,Partial Inhibitor,10.0
CHEMBL3398427,Cc1oc(-c2ccccc2)nc1CCOc1ccc([C@@H]2CN(C(=O)Oc3ccccc3)C[C@@H]2C(=O)O)cc1,Full Inhibitor,4.47
CHEMBL3398426,CCOC(=O)N1C[C@H](C(=O)O)[C@H](c2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)C1,Partial Inhibitor,10.0
CHEMBL3398425,Cc1oc(-c2ccccc2)nc1CCOc1cccc([C@@H]2CN(C(=O)Oc3ccccc3)C[C@@H]2C(=O)O)c1,Partial Inhibitor,10.0
CHEMBL3398424,CCOC(=O)N1C[C@H](C(=O)O)[C@H](c2cccc(OCCc3nc(-c4ccccc4)oc3C)c2)C1,Partial Inhibitor,10.0
CHEMBL3585578,C/C(=N/OCCOc1cccc(CC2SC(=O)NC2=O)c1)c1ccc(-c2ccccc2)cc1,Full Inhibitor,0.19
CHEMBL3598140,O=C(O)c1ccc(-c2nn(C(=O)c3c(Cl)cccc3C(F)(F)F)c3ccccc23)cc1,Full Inhibitor,0.13
CHEMBL3598141,O=C(O)c1ccc(-c2nc(C(=O)c3c(Cl)cccc3C(F)(F)F)n3ccccc23)cc1,Full Inhibitor,1.5
CHEMBL3598142,O=C(O)c1ccc(-c2nc(C(=O)c3c(Cl)cccc3C(F)(F)F)n3c2CCCC3)cc1,Full Inhibitor,2.1
CHEMBL3598143,O=C(O)c1ccc(-c2nc(C(=O)c3c(Cl)cccc3C(F)(F)F)n3cccnc23)cc1,Full Inhibitor,4.2
CHEMBL3598148,O=C(O)c1ccc(-c2nc(C(=O)c3c(Cl)cccc3C(F)(F)F)n3ccccc23)cc1O,Full Inhibitor,0.65
CHEMBL3598149,O=C(O)c1ccc(-c2nc(C(=O)c3c(Cl)cccc3C(F)(F)F)n3ccccc23)c(F)c1,Full Inhibitor,0.32
CHEMBL3598150,O=C(c1c(Cl)cccc1C(F)(F)F)c1nc(C2=CCC(C(=O)O)CC2)c2ccccn12,Full Inhibitor,1.8
CHEMBL3598153,O=C(c1c(Cl)cccc1C(F)(F)F)c1nc(N2CCC(C(=O)O)CC2)c2ccccn12,Partial Inhibitor,10.0
CHEMBL3598155,O=C(c1c(Cl)cccc1C(F)(F)F)c1nc(N2CC[C@H](C(=O)O)[C@@H](O)C2)c2ccccn12,Partial Inhibitor,10.0
CHEMBL3596269,O=C(c1c(Cl)cccc1C(F)(F)F)c1nc(N2CC[C@@H](C(=O)O)[C@H](O)C2)c2ccccn12,Partial Inhibitor,10.0
CHEMBL3596270,O=C(O)c1ccc(-c2nc(C(=O)c3c(Cl)cccc3C(F)(F)F)n3c2CCCC3)c(F)c1,Full Inhibitor,0.76
CHEMBL3596271,O=C(O)c1ccc(-c2nc(C(=O)c3ccccc3C(F)(F)F)n3c2CCCC3)c(F)c1,Full Inhibitor,5.6
CHEMBL3596272,O=C(O)c1ccc(-c2nc(C(=O)c3c(F)cccc3Cl)n3c2CCCC3)c(F)c1,Full Inhibitor,2.9
CHEMBL3596273,O=C(O)c1ccc(-c2nc(C(=O)c3c(Cl)cccc3Cl)n3c2CCCC3)c(F)c1,Full Inhibitor,1.1
CHEMBL3596274,N#Cc1cccc(Cl)c1C(=O)c1nc(-c2ccc(C(=O)O)cc2F)c2n1CCCC2,Full Inhibitor,7.7
CHEMBL3596275,COc1cccc(Cl)c1C(=O)c1nc(-c2ccc(C(=O)O)cc2F)c2n1CCCC2,Full Inhibitor,5.5
CHEMBL3596276,O=C(O)c1ccc(-c2nc(C(=O)c3c(Cl)cccc3C3CC3)n3c2CCCC3)c(F)c1,Full Inhibitor,1.3
CHEMBL3596277,N#Cc1cccc(C(F)(F)F)c1C(=O)c1nc(-c2ccc(C(=O)O)cc2F)c2n1CCCC2,Partial Inhibitor,10.0
CHEMBL3596278,COc1cccc(C(F)(F)F)c1C(=O)c1nc(-c2ccc(C(=O)O)cc2F)c2n1CCCC2,Full Inhibitor,9.1
CHEMBL3596279,O=C(O)c1ccc(-c2nc(C(=O)c3c(Cl)cccc3C3CC3)n3cccnc23)cc1O,Full Inhibitor,3.4
CHEMBL3613709,COc1cccc(CC(=O)N2Cc3ccc(S(=O)(=O)Nc4cnn(C5CCC5)n4)cc3C2)c1,Full Inhibitor,4.0
CHEMBL3753308,COc1ccc(COCCN(CCOCc2ccccc2)c2ccc(C=C3C(=O)NC(=O)NC3=O)cc2)cc1,Partial Inhibitor,191.0
CHEMBL3753560,COc1ccc(COCCN(CCOCc2ccc(OC)cc2)c2ccc(C=C3C(=O)NC(=O)NC3=O)cc2)cc1,Partial Inhibitor,59.1
CHEMBL3753871,COc1ccc(COCCN(CCOc2ccccn2)c2ccc(C=C3C(=O)NC(=O)NC3=O)cc2)cc1,Partial Inhibitor,84.0
CHEMBL3754373,CC(=O)OCCN(CCOCc1ccccc1)c1ccc(C=C2C(=O)NC(=O)NC2=O)cc1,Partial Inhibitor,200.0
CHEMBL3754461,O=C1NC(=O)C(=Cc2ccc(N(CCOCc3ccccc3)CCOCc3ccccc3)cc2)C(=O)N1,Partial Inhibitor,78.4
CHEMBL3753473,N#Cc1ccc(OCCN(CCOc2ccc(C#N)cc2)c2ccc(C=C3C(=O)NC(=O)NC3=O)cc2)cc1,Full Inhibitor,6.5
CHEMBL3754507,O=C1NC(=O)C(=Cc2ccc(OCc3ccccc3)cc2)C(=O)N1,Full Inhibitor,0.1
CHEMBL3753490,O=C1NC(=O)C(=Cc2ccc(N(CCOc3ccc([N+](=O)[O-])cc3)CCOc3ccc([N+](=O)[O-])cc3)cc2)C(=O)N1,Partial Inhibitor,10.1
CHEMBL3752848,O=C1NC(=O)C(=Cc2ccc(N(CCO)CCOC(c3ccccc3)(c3ccccc3)c3ccccc3)cc2)C(=O)N1,Partial Inhibitor,22.2
CHEMBL3899514,Cc1nc2ccccc2n(CC(=O)Nc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)c1=O,Full Inhibitor,0.482
CHEMBL3959627,CCCCNC(=O)NS(=O)(=O)c1ccc(NC(=O)Cn2c(=O)c(C)nc3ccccc32)cc1,Full Inhibitor,0.491
CHEMBL3915254,Cc1nc2ccccc2n(CC(=O)Nc2ccc(S(=O)(=O)NC(=S)NC3CCCCC3)cc2)c1=O,Full Inhibitor,0.35
CHEMBL3943220,CCCCNC(=S)NS(=O)(=O)c1ccc(NC(=O)Cn2c(=O)c(C)nc3ccccc32)cc1,Full Inhibitor,0.369
CHEMBL3949291,O=C(CN1CC(=O)Nc2ccccc21)Nc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,Full Inhibitor,1.15
CHEMBL3986626,CCCCNC(=O)NS(=O)(=O)c1ccc(NC(=O)CN2CC(=O)Nc3ccccc32)cc1,Full Inhibitor,1.293
CHEMBL3977442,O=C1CN(C(=O)CNc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)c2ccccc2N1,Full Inhibitor,1.141
CHEMBL3941555,CCCCNC(=O)NS(=O)(=O)c1ccc(NCC(=O)N2CC(=O)Nc3ccccc32)cc1,Full Inhibitor,1.32
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Inhibitor,0.292
CHEMBL595,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,Partial Inhibitor,22.0
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Partial Inhibitor,22.0
CHEMBL4095614,CCN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Partial Inhibitor,21.0
CHEMBL4075210,CCN(CCOc1ccc(/C=C2\SC(=O)NC2=O)cc1)c1ccccn1,Partial Inhibitor,15.0
CHEMBL339359,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1nc2ccccc2s1,Partial Inhibitor,20.0
CHEMBL4098202,CN(CCOc1ccc(/C=C2\SC(=O)NC2=O)cc1)c1nc2ccccc2s1,Partial Inhibitor,13.0
CHEMBL4069463,CCN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1nc2ccccc2s1,Partial Inhibitor,25.0
CHEMBL4090489,CCN(CCOc1ccc(/C=C2\SC(=O)NC2=O)cc1)c1nc2ccccc2s1,Partial Inhibitor,17.0
CHEMBL4095771,CC(C)N(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1nc2ccccc2s1,Partial Inhibitor,20.0
CHEMBL4068424,CN(CCOc1ccc(/C=C2\SC(=O)NC2=O)cc1)c1nccs1,Partial Inhibitor,42.0
CHEMBL4088048,CN(CCOc1ccc(/C=C2\SC(=O)NC2=O)cc1)c1nc2ccccc2[nH]1,Partial Inhibitor,38.0
CHEMBL4059763,CN(CCOc1ccc(/C=C2\SC(=O)NC2=O)cc1)c1ccc2ccccc2c1,Partial Inhibitor,40.0
CHEMBL4091398,O=C1NC(=O)/C(=C/c2ccc(OCCNc3nc4ccccc4s3)cc2)S1,Partial Inhibitor,14.0
CHEMBL4085687,Cc1ccc(-n2c(SCC(=O)Nc3ccc(S(=O)(=O)NC(=O)NC4CCCCC4)cc3)nc3ccccc3c2=O)cc1,Full Inhibitor,0.402
CHEMBL4072706,Cc1ccc(-n2c(SCC(=O)Nc3ccc(S(=O)(=O)NC(=O)Nc4ccccc4)cc3)nc3ccccc3c2=O)cc1,Full Inhibitor,0.371
CHEMBL4093428,CCCCNC(=O)NS(=O)(=O)c1ccc(NC(=O)CSc2nc3ccccc3c(=O)n2-c2ccc(C)cc2)cc1,Full Inhibitor,0.434
CHEMBL4068985,COc1ccc(-n2c(SCC(=O)Nc3ccc(S(=O)(=O)NC(=O)NC4CCCCC4)cc3)nc3ccccc3c2=O)cc1,Full Inhibitor,0.35
CHEMBL4069917,CCCCNC(=O)NS(=O)(=O)c1ccc(NC(=O)CSc2nc3ccccc3c(=O)n2-c2ccc(OC)cc2)cc1,Full Inhibitor,0.369
CHEMBL4097121,Cc1nc2ccccc2c(=O)n1CC(=O)Nc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,Full Inhibitor,0.464
CHEMBL4089408,CCCCNC(=O)NS(=O)(=O)c1ccc(NC(=O)Cn2c(C)nc3ccccc3c2=O)cc1,Full Inhibitor,0.98
CHEMBL4088467,CCc1nc2ccccc2c(=O)n1CC(=O)Nc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,Full Inhibitor,0.59
CHEMBL4080597,CCCCNC(=O)NS(=O)(=O)c1ccc(NC(=O)Cn2c(CC)nc3ccccc3c2=O)cc1,Full Inhibitor,0.408
CHEMBL4104828,Cc1nc2ccc(Br)cc2c(=O)n1CC(=O)Nc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,Full Inhibitor,0.353
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Inhibitor,0.298
CHEMBL491147,CC1CCC(NC(=O)NS(=O)(=O)c2ccc(CCNS(=O)(=O)c3ccc(Br)cc3)cc2)CC1,Full Inhibitor,1.6
CHEMBL489327,O=C(NC1CCCCC1)NS(=O)(=O)c1ccc(CCNS(=O)(=O)c2ccccc2)cc1,Partial Inhibitor,12.5
CHEMBL491324,CC1CCC(NC(=O)NS(=O)(=O)c2ccc(CCNS(=O)(=O)c3ccccc3)cc2)CC1,Full Inhibitor,3.4
CHEMBL491500,O=C(NC1CCCCC1)NS(=O)(=O)c1ccc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc1,Full Inhibitor,3.1
CHEMBL491501,O=C(NC1CCCCC1)NS(=O)(=O)c1ccc(CCNS(=O)(=O)c2ccc(Br)cc2)cc1,Full Inhibitor,2.39
CHEMBL523982,O=S(=O)(NCCc1ccc(S(=O)(=O)NC(=S)Nc2ccc(Cl)cc2)cc1)c1ccccc1,Partial Inhibitor,33.3
CHEMBL465132,Cc1ccc(NC(=S)NS(=O)(=O)c2ccc(CCNS(=O)(=O)c3ccccc3)cc2)cc1,Partial Inhibitor,50.0
CHEMBL465746,COc1ccc(NC(=S)NS(=O)(=O)c2ccc(CCNS(=O)(=O)c3ccccc3)cc2)cc1,Partial Inhibitor,1000.0
CHEMBL465747,O=S(=O)(NCCc1ccc(S(=O)(=O)NC(=S)Nc2ccc(Cl)cc2)cc1)c1ccc(Cl)cc1,Partial Inhibitor,33.3
CHEMBL465748,COc1ccc(NC(=S)NS(=O)(=O)c2ccc(CCNS(=O)(=O)c3ccc(Cl)cc3)cc2)cc1,Partial Inhibitor,33.3
CHEMBL523651,CC(=O)Nc1ccc(S(=O)(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCC(C)CC3)cc2)cc1,Full Inhibitor,7.14
CHEMBL491924,CC(=O)Nc1ccc(S(=O)(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCC(C)CC3)cc2)cc1C,Full Inhibitor,2.4
CHEMBL3899514,Cc1nc2ccccc2n(CC(=O)Nc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)c1=O,Full Inhibitor,4.0
CHEMBL3959627,CCCCNC(=O)NS(=O)(=O)c1ccc(NC(=O)Cn2c(=O)c(C)nc3ccccc32)cc1,Full Inhibitor,4.0
CHEMBL3915254,Cc1nc2ccccc2n(CC(=O)Nc2ccc(S(=O)(=O)NC(=S)NC3CCCCC3)cc2)c1=O,Full Inhibitor,4.0
CHEMBL3943220,CCCCNC(=S)NS(=O)(=O)c1ccc(NC(=O)Cn2c(=O)c(C)nc3ccccc32)cc1,Full Inhibitor,4.0
CHEMBL3896121,Cc1nc2ccccc2n(CC(=O)Nc2ccc(S(=O)(=O)NC(=O)Nc3ccccc3)cc2)c1=O,Full Inhibitor,4.0
CHEMBL3978392,Cc1nc2ccccc2n(CC(=O)Nc2ccc(S(=O)(=O)NC(=S)Nc3ccccc3)cc2)c1=O,Full Inhibitor,4.0
CHEMBL4174856,CN1CC[C@@H](N2C(=O)S/C(=C\c3ccc4c(cnn4Cc4ccc(Cl)cc4C(F)(F)F)c3)C2=O)[C@H](F)C1,Partial Inhibitor,10.0
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Inhibitor,0.103
CHEMBL4209440,COC(=O)Cc1ccc(OCc2oc(-c3cccc(OC)c3)nc2C)cc1,Full Inhibitor,6.7
CHEMBL4211975,COC(=O)c1ccc(OCc2oc(-c3cccc(OC)c3)nc2C)cc1,Full Inhibitor,7.6
CHEMBL4210210,COC(=O)Cc1ccc(OCc2oc(-c3ccccc3OC)nc2C)cc1,Full Inhibitor,6.3
CHEMBL4202476,COC(=O)c1cccc(OCc2oc(-c3ccccc3OC)nc2C)c1,Full Inhibitor,7.6
CHEMBL7002,CC1(COc2ccc(CC3SC(=O)NC3=O)cc2)CCCCC1,Full Inhibitor,5.0
CHEMBL595,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,Full Inhibitor,1.79
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Inhibitor,0.112
CHEMBL408,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,Full Inhibitor,0.37
CHEMBL4288064,CCc1ccc(C(=O)COc2ccc(CC3SC(=O)NC3=O)cc2)cc1,Full Inhibitor,8.46
CHEMBL146624,CCc1ccc(C(=O)COc2ccc(CC3SC(=O)NC3=O)cc2)nc1,Partial Inhibitor,22.3
CHEMBL4291468,COc1cccc(C(=O)COc2ccc(CC3SC(=O)NC3=O)cc2)c1,Partial Inhibitor,18.14
CHEMBL4280830,O=C1NC(=O)C(Cc2ccc(OCC(=O)c3ccccc3)cc2)S1,Partial Inhibitor,11.7
CHEMBL4293295,CCc1ccc([C@H](O)COc2ccc(CC3SC(=O)NC3=O)cc2)nc1,Full Inhibitor,3.12
CHEMBL4284250,CCc1ccc([C@@H](O)COc2ccc(CC3SC(=O)NC3=O)cc2)nc1,Partial Inhibitor,50.14
CHEMBL4276678,COc1cccc([C@H](O)COc2ccc(CC3SC(=O)NC3=O)cc2)c1,Full Inhibitor,2.32
CHEMBL4286980,COc1cccc([C@@H](O)COc2ccc(CC3SC(=O)NC3=O)cc2)c1,Partial Inhibitor,78.45
CHEMBL4513808,Cc1c(C2(C(F)(F)F)CC2)nc(C2CC2)n1-c1c(Cl)ccc(N2CC3(CC(C(=O)O)C3)C2)c1Cl,Partial Inhibitor,10.0
CHEMBL4546437,CCCCc1nc(C(C)C)c(CC(=O)OCC)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,Full Inhibitor,0.44
CHEMBL4449687,CCOc1ccc(-c2ccc(CCCc3nn(-c4ccc(C(F)(F)F)cc4)c(=O)n3-c3ccccc3F)cc2)cc1CC(=O)O,Partial Inhibitor,21.3
CHEMBL4449687,CCOc1ccc(-c2ccc(CCCc3nn(-c4ccc(C(F)(F)F)cc4)c(=O)n3-c3ccccc3F)cc2)cc1CC(=O)O,Partial Inhibitor,30.0
CHEMBL3558130,O=C(O)c1ccc(-c2nn(C(=O)c3c(Cl)cccc3C(F)(F)F)c3cccnc23)c(F)c1,Full Inhibitor,2.0
CHEMBL4558284,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)O)cc12,Full Inhibitor,4.866
CHEMBL3695775,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCc3ccc(S(N)(=O)=O)cc3)cc12,Full Inhibitor,0.312
CHEMBL4568299,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCc3ccccn3)cc12,Full Inhibitor,0.034
CHEMBL3695816,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCc3ccc4c(c3)OCO4)cc12,Full Inhibitor,0.015
CHEMBL4592882,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCC3CCNCC3)cc12,Partial Inhibitor,12.12
CHEMBL4434731,COc1cc(CNC(=O)c2ccc3c(c2)c(C)c(C)n3Cc2ccc(-c3ccccc3C(=O)O)cc2)ccc1O,Full Inhibitor,0.017
CHEMBL4566395,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NC3CCNCC3)cc12,Partial Inhibitor,41.28
CHEMBL4439373,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCCc3ccc(O)cc3)cc12,Full Inhibitor,0.048
CHEMBL4443931,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCc3cccc(OCC(=O)O)c3)cc12,Full Inhibitor,0.066
CHEMBL4558373,COc1cc(CNC(=O)c2ccc3c(c2)c(C)c(C)n3Cc2cccc(C(F)(F)F)c2)ccc1O,Full Inhibitor,0.01
CHEMBL4591564,Cc1c(C)n(Cc2cccc(C(F)(F)F)c2)c2ccc(C(=O)NCc3ccc4c(c3)OCO4)cc12,Full Inhibitor,0.016
CHEMBL4513559,Cc1c(C)n(Cc2cccc(C(F)(F)F)c2)c2ccc(C(=O)NCc3ccccn3)cc12,Full Inhibitor,0.185
CHEMBL4586093,COc1ccc(OC)c(CNC(=O)c2ccc3c(c2)c(C)c(C)n3Cc2cccc(C(F)(F)F)c2)c1,Full Inhibitor,0.048
CHEMBL4469716,Cc1c(C)n(Cc2cccc(C(F)(F)F)c2)c2ccc(C(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)O)cc12,Full Inhibitor,0.346
CHEMBL4555317,O=C(NCc1cccc(O)c1)c1ccc(NCc2ccc(-c3ccccc3C(=O)O)cc2)cc1,Full Inhibitor,0.325
CHEMBL3585577,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCc3cccnc3)cc12,Full Inhibitor,0.536
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Inhibitor,0.076
CHEMBL3397721,CCCC/C(=C\c1cc(OCc2ccc3nc(C(F)(F)F)cc(OC)c3c2)ccc1OCc1ccc(C(F)(F)F)cc1)C(=O)O,Full Inhibitor,4.3
CHEMBL4561516,CCCC/C(=C\c1cc(OCc2ccc3nc(C(F)(F)F)cc(OC)c3c2)ccc1OCc1ccc(F)cc1)C(=O)O,Full Inhibitor,2.3
CHEMBL4463449,CCCC/C(=C\c1cc(OCc2ccc3nc(C(F)(F)F)cc(OC)c3c2)ccc1OCc1ccc(OC(F)(F)F)cc1)C(=O)O,Full Inhibitor,1.9
CHEMBL4460559,CCCC/C(=C\c1cc(OCc2ccc3nc(C(F)(F)F)cc(OC)c3c2)ccc1OCc1ccc(OC(F)F)cc1)C(=O)O,Full Inhibitor,2.6
CHEMBL4450797,CCC/C(=C\c1cc(OCc2ccc3nc(C(F)(F)F)cc(OC)c3c2)ccc1OCc1cccc(F)c1)C(=O)O,Full Inhibitor,3.9
CHEMBL4438749,CCC/C(=C\c1cc(OCc2ccc3nc(C(F)(F)F)cc(OC)c3c2)ccc1OCc1ccccc1F)C(=O)O,Full Inhibitor,3.5
CHEMBL4460064,CCC/C(=C\c1cc(OCc2ccc3nc(C(F)(F)F)cc(OC)c3c2)ccc1OCc1ccccc1)C(=O)O,Full Inhibitor,7.2
CHEMBL4557705,CCC/C(=C\c1cc(OCc2ccc3nc(C(F)(F)F)cc(OC)c3c2)ccc1OCc1ccncc1)C(=O)O,Full Inhibitor,4.7
CHEMBL4564535,CCC/C(=C\c1cc(OCc2ccc3nc(C(F)(F)F)cc(OC)c3c2)ccc1OCc1ccc(F)cc1)C(=O)O,Full Inhibitor,3.2
CHEMBL4579845,CC/C(=C\c1cc(OCc2ccc3nc(C(F)(F)F)cc(OC)c3c2)ccc1OCc1ccc(F)cc1)C(=O)O,Full Inhibitor,5.7
CHEMBL4558793,COc1cc(C(F)(F)F)nc2ccc(COc3ccc(OCc4ccc(F)cc4)c(/C=C(\C)C(=O)O)c3)cc12,Full Inhibitor,9.4
CHEMBL4532632,COc1cc(C(F)(F)F)nc2ccc(COc3ccc(OCc4ccc(F)cc4)c(/C=C/C(=O)O)c3)cc12,Partial Inhibitor,11.0
CHEMBL4436200,COc1cc(C(F)(F)F)nc2ccc(COc3ccc(OCc4ccc(F)cc4)c(/C=C(\CC4CC4)C(=O)O)c3)cc12,Full Inhibitor,8.4
CHEMBL4438177,CCC/C(=C\c1cc(OCc2ccc3ccccc3c2)ccc1OCc1ccc(F)cc1)C(=O)O,Partial Inhibitor,15.8
CHEMBL4440578,CCC/C(=C\c1cc(OCc2ccc3ncccc3c2)ccc1OCc1ccc(F)cc1)C(=O)O,Full Inhibitor,5.0
CHEMBL4465395,CCC/C(=C\c1cc(OCc2ccc3cccnc3c2)ccc1OCc1ccc(F)cc1)C(=O)O,Partial Inhibitor,23.9
CHEMBL4440852,CCC/C(=C\c1cc(OCc2ccc3ccccc3n2)ccc1OCc1ccc(F)cc1)C(=O)O,Partial Inhibitor,13.1
CHEMBL4539507,CCC/C(=C\c1cc(OCc2ccc3nc(C)ccc3c2)ccc1OCc1ccc(F)cc1)C(=O)O,Full Inhibitor,4.2
CHEMBL4516607,CCC/C(=C\c1cc(OCc2ccc3[nH]c(=O)ccc3c2)ccc1OCc1ccc(F)cc1)C(=O)O,Full Inhibitor,6.1
CHEMBL4533671,CCC/C(=C\c1cc(OCc2ccc3nc(C(F)(F)F)cc(OC)c3c2)ccc1OCCN1CCNCC1)C(=O)O,Full Inhibitor,9.6
CHEMBL4577891,CCC/C(=C\c1cc(OCc2ccc3nc(C(F)(F)F)cc(OC)c3c2)ccc1OCC1CCN(C)CC1)C(=O)O,Full Inhibitor,2.5
CHEMBL4467078,CCC/C(=C\c1cc(OCc2ccc3nc(C(F)(F)F)cc(OC)c3c2)ccc1OCCN1CCN(C)CC1)C(=O)O,Full Inhibitor,4.7
CHEMBL4546295,COc1cc(C(F)(F)F)nc2ccc(COc3ccc(OCC4CCN(C)CC4)c(/C=C(\CCC4CC4)C(=O)O)c3)cc12,Full Inhibitor,7.5
CHEMBL4528757,CCC/C(=C\c1cc(OCc2ccc3ncccc3c2)ccc1OCC1CCN(C)CC1)C(=O)O,Partial Inhibitor,15.1
CHEMBL4448302,CCC/C(=C\c1cc(OCc2ccc3c(ccc[n+]3[O-])c2)ccc1OCc1ccc(F)cc1)C(=O)O,Full Inhibitor,6.1
CHEMBL4550568,CCC/C(=C\c1cc(OCc2ccc3nc(C(F)(F)F)cc(OC)c3c2)ccc1NC(=O)c1ccc(F)cc1)C(=O)O,Full Inhibitor,9.5
CHEMBL4469210,CCCn1c(C(=O)O)cc2c(OC)ccc(OCc3ccc4nc(C(F)(F)F)cc(OC)c4c3)c21,Full Inhibitor,3.9
CHEMBL4467078,CCC/C(=C\c1cc(OCc2ccc3nc(C(F)(F)F)cc(OC)c3c2)ccc1OCCN1CCN(C)CC1)C(=O)O,Full Inhibitor,6.4
CHEMBL402063,C/C=C1/C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,Partial Inhibitor,27.0
